Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WF0378,3,1036.86,3.06,3.22,3.22,2.96,2.87,2.763, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0379,3,1040,2.7, , , ,3.2, ,Describes me very well,Describes me very well,Somewhat describes me,4,4,2,4,4,Somewhat describes me,4,4,70,20,30,40,50/50 Chance,20,60,90,30,10,60,No Chance,10,60,60,50/50 Chance,20,10,Completely Sure,70,40,20,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,1,2,2,920,22,20,17,19,8,11
WF0380,1,1036.86,0.23,1.32,1.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0381,2,990,3.4,3.6,3.652,3.742,3.791999999,3.831999999,Describes me very well,Describes me very well,4,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Completely Sure,80,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,40,70,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,80,90,Completely Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,1,3,1,1950,30,17,20,21,14,12
WF0382,1,850,1.15,0.8,0.8, , , ,Somewhat describes me,Somewhat describes me,4,4,4,Somewhat describes me,2,Does not describe me at all,4,2,2,50/50 Chance,40,50/50 Chance,50/50 Chance,40,50/50 Chance,40,40,40,90,90,20,10,50/50 Chance,80,70,40,40,50/50 Chance,Completely Sure,30,50/50 Chance,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,2,2,4,1120,25,18,11,13,11,15
WF0383,4,1110,3.8,3.55,3.55,3.48,3.42,3.478,Somewhat describes me,4,2,Somewhat describes me,Describes me very well,4,2,Does not describe me at all,2,4,Somewhat describes me,Completely Sure,90,80,70,90,30,90,60,90,50/50 Chance,50/50 Chance,10,70,60,50/50 Chance,60,60,30,50/50 Chance,Completely Sure,40,70,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2,3,3,1400,19,13,11,18,8,14
WF0384,3.3,1160,3.37,3.27,3.24,3.18,3.09,3.16,Somewhat describes me,4,Does not describe me at all,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,4,4,90,80,90,80,90,80,80,90,80,70,80,70,60,70,70,Completely Sure,70,70,70,40,50/50 Chance,40,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,1,4,4,1620,21,14,13,20,7,19
WF0385,3.7,1290,3.77,3.62,3.51,3.64,3.89,3.73,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Does not describe me at all,Describes me very well,Describes me very well,80,90,70,90,Completely Sure,70,Completely Sure,Completely Sure,70,90,90,70,70,Completely Sure,80,70,90,Completely Sure,Completely Sure,Completely Sure,80,90,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,1,5,3,1900,26,21,20,25,7,23
WF0386,2,1060,1.75,1.429, , , , ,4,Somewhat describes me,Does not describe me at all,Describes me very well,Does not describe me at all,2,Describes me very well,2,Somewhat describes me,Describes me very well,Describes me very well,80,80,Completely Sure,Completely Sure,80,80,80,80,70,90,70,90,70,Completely Sure,70,90,80,90,Completely Sure,90,60,80,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,1,5,5,1830,29,15,19,13,6,24
WF0387,3,1036.86,3.66,3.66,3.66,3,2.98,3.03,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Describes me very well,Somewhat describes me,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,Describes me very well,Completely Sure,80,Completely Sure,Completely Sure,80,Completely Sure,90,80,80,70,60,40,80,60,40,30,Completely Sure,30,60,60,60,60,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,2,5,5,1560,26,18,18,19,11,25
WF0388,4,1280,3.625,3.683, , , , ,Describes me very well,Describes me very well,Does not describe me at all,4,4,4,Describes me very well,4,Does not describe me at all,4,Describes me very well,Completely Sure,80,90,90,90,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,90,90,Completely Sure,70,80,90,80,80,90,90,70,80,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Disagree,1,5,5,1950,22,16,19,21,6,22
WF0389,4,1200,3.9,3.84,3.84, , ,3.905,Somewhat describes me,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,Somewhat describes me,4,4,50/50 Chance,50/50 Chance,60,60,50/50 Chance,70,90,80,20,80,80,20,30,50/50 Chance,30,50/50 Chance,40,30,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,2,3,3,1140,22,17,16,17,9,17
WF0390, ,1036.86,2.615384615,1.964285714,2.431818182,2.607142856,2.702702702,2.853932583, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0391,3.7,1240,2.74,2.79,2.93,3.34,3.24,3.2,Somewhat describes me,4,4,Somewhat describes me,4,4,Somewhat describes me,4,4,4,4,50/50 Chance,30,40,60,40,40,30,50/50 Chance,40,40,40,20,50/50 Chance,50/50 Chance,30,60,50/50 Chance,40,60,40,50/50 Chance,40,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,1,2,2,950,19,19,13,20,12,10
WF0393,3,1110,2.959,3.018,3.176,3.229,3.214,3.287999999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0394,4,1310,3.787234043,3.779661017,3.833333333,3.863157895,3.863636364, ,Somewhat describes me,Describes me very well,4,2,4,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,Completely Sure,Completely Sure,70,Completely Sure,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,30,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,Completely Sure,70,80,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,1,2,4,1900,15,12,13,24,14,10
WF0395,0,1036.86,2.4,1.65,1.65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0396,4,1036.86,3,2.806451613,2.023255814, ,2.023255814,2.023255814,4,Describes me very well,2,Somewhat describes me,Describes me very well,4,Describes me very well,Describes me very well,Does not describe me at all,4,2,60,80,50/50 Chance,30,60,70,90,60,80,30,80,10,20,30,70,40,30,70,60,80,90,60,Neither agree nor disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly Disagree,Agree,Disagree,Neither agree nor disagree,Strongly Agree,1,2,1,1250,18,18,14,23,7,9
WF0397,1,1080,2.75,2.142857143,2.25,2.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0398,2,1036.86,1.846153846, , , , , ,Describes me very well,Does not describe me at all,Does not describe me at all,Somewhat describes me,Does not describe me at all,Does not describe me at all,Does not describe me at all,Does not describe me at all,Does not describe me at all,Does not describe me at all,Describes me very well,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,Disagree,1,4,4,1100,6,6,14,5,3,14
WF0399,4,1370,3.741935484,3.691358025,3.656565656,3.6,3.470588235,3.486842105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0400,0,1036.86,1.25,1.12,1.12, , , ,Describes me very well,Somewhat describes me,Does not describe me at all,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Does not describe me at all,Does not describe me at all,Somewhat describes me,Describes me very well,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,30,80,Completely Sure,Completely Sure,80,Completely Sure,80,Completely Sure,Completely Sure,90,Completely Sure,Agree,Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,2,5,5,2050,26,14,20,13,5,22
WF0401,4,1290,3.823,3.745,3.697,3.669, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,90,70,90,90,70,80,60,80,70,70,80,70,60,70,40,Completely Sure,90,90,Completely Sure,70,80,90,Neither agree nor disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,1,3,1,1710,23,22,20,25,15,18
WF0402,1,1036.86,1,1.28,1.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0403,0,1160,0.47,1.1,1.89,2.56,2.86,3.03,4,Does not describe me at all,Does not describe me at all,Describes me very well,Does not describe me at all,2,Somewhat describes me,2,Somewhat describes me,4,Describes me very well,80,80,80,Completely Sure,90,90,90,90,80,60,70,60,80,Completely Sure,90,80,70,90,80,80,80,80,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,1,2,1,1800,23,13,17,10,6,11
WF0404,4,1280,3.615384615,3.555555556,3.583333333,3.633333332,3.685714286,3.684210526,4,Somewhat describes me,2,4,2,2,Somewhat describes me,2,2,Does not describe me at all,4,80,70,70,60,80,80,60,70,50/50 Chance,40,60,30,70,40,60,50/50 Chance,70,80,50/50 Chance,30,30,50/50 Chance,Agree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,1,4,5,1280,27,14,15,10,6,22
WF0405,0,1036.86,1.2, , , , , ,4,Somewhat describes me,2,4,4,Somewhat describes me,Describes me very well,Somewhat describes me,Does not describe me at all,Somewhat describes me,Somewhat describes me,70,70,Completely Sure,90,90,90,80,90,90,90,Completely Sure,Completely Sure,70,70,80,Completely Sure,80,80,80,70,60,70,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,1,4,4,1820,23,13,16,16,6,16
WF0406,2,1140,3.066666667,3,3.208333333,3.24137931,3.202702702,3.235955055,Describes me very well,Describes me very well,Somewhat describes me,4,2,2,2,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Completely Sure,60,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,80,90,Completely Sure,80,80,60,90,90,Completely Sure,70,Completely Sure,70,80,50/50 Chance,70,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Strongly Agree,1,1,1,1870,23,15,16,19,10,9
WF0407,2,710,2.84,3.12,3.12,2.77,2.65,2.886,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,2,3,4,1100,18,18,12,15,9,16
WF0408,3,1036.86,3.125,3.064516129,2.957446808,2.919354838,2.896103896,2.872093023,4,2,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,4,2,Does not describe me at all,4,Somewhat describes me,90,80,70,80,80,70,Completely Sure,90,80,80,Completely Sure,60,80,80,90,70,70,80,70,Completely Sure,80,70,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,1,2,3,1770,22,15,16,10,3,11
WF0409,0,910,0,0.389,0.814999999,1.235, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0410,0,1036.86,0.6,1.421,1.621, ,1.744, ,Describes me very well,4,Does not describe me at all,Describes me very well,Somewhat describes me,4,Does not describe me at all,Does not describe me at all,Does not describe me at all,4,Somewhat describes me,90,70,80,Completely Sure,80,70,60,80,70,70,60,60,50/50 Chance,80,40,70,70,60,70,60,60,70,Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,1,5,4,1520,24,19,14,16,6,23
WF0411,2,840,2.769,2.269, , , , ,4,Describes me very well,Does not describe me at all,Describes me very well,Does not describe me at all,Does not describe me at all,4,Describes me very well,Does not describe me at all,Does not describe me at all,Does not describe me at all,70,70,70,Completely Sure,70,60,60,60,60,60,60,50/50 Chance,50/50 Chance,Completely Sure,80,80,80,50/50 Chance,70,No Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,1,2,1400,24,18,14,13,3,10
WF0412,3,1140,2.916666667,2.467741935,2.710144928,2.790123457,2.933333333,3.066666667,Describes me very well,4,Does not describe me at all,4,Somewhat describes me,Does not describe me at all,4,Somewhat describes me,Does not describe me at all,Describes me very well,Describes me very well,90,70,Completely Sure,90,Completely Sure,60,70,80,70,70,60,70,70,90,60,Completely Sure,Completely Sure,80,Completely Sure,Completely Sure,70,40,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,1,1,2,1740,23,13,18,16,3,9
WF0413,3,890,2.538,2.727,2.842,2.592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF0414,4,1036.86,3.611,3.632,3.604,3.604, , ,4,Describes me very well,4,4,4,Describes me very well,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,80,50/50 Chance,80,80,Completely Sure,80,70,90,60,80,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,60,70,70,50/50 Chance,30,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2,4,3,1740,25,14,13,20,12,17
WF0415,4,1036.86,3.8,3.55,3.55,3.31,3.33,3.36,4,4,Somewhat describes me,Describes me very well,4,4,Describes me very well,4,Somewhat describes me,Describes me very well,Describes me very well,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,Completely Sure,90,90,Completely Sure,90,Completely Sure,90,90,80,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,2,3,2,2110,27,17,19,21,10,14
WF0416,3,1036.86,2,2.53,2.53,2.33,2.72,2.716,4,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,4,4,Somewhat describes me,Describes me very well,4,80,70,70,70,90,90,80,80,60,70,70,60,60,70,70,50/50 Chance,70,80,70,60,60,80,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,3,4,1560,23,20,15,22,10,16
WF0417,4,1036.86,4,3.48,3.48,3.71,3.72,3.775,4,4,Describes me very well,4,Somewhat describes me,4,Somewhat describes me,2,Somewhat describes me,4,4,80,60,70,90,60,60,70,70,80,90,70,30,60,90,80,70,50/50 Chance,60,80,50/50 Chance,70,60,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,1,2,2,1500,24,13,15,17,12,11
WF998,4,1340,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WF999,4,1070,3.14,2.75,2.75,2.78,2.72,2.758, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WG0001,4,1240,3.684210526,3.828571429,3.795918367,3.8, , ,4,Somewhat describes me,Somewhat describes me,4,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,4,60,60,50/50 Chance,50/50 Chance,60,50/50 Chance,60,50/50 Chance,50/50 Chance,40,60,60,60,70,60,80,60,60,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,3,2,1240,21,8,15,14,9,14
WG0002,4,1140,2.875,3.419354838,3.264150943,3.294117647, , ,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,2,Somewhat describes me,2,Does not describe me at all,Does not describe me at all,Somewhat describes me,Somewhat describes me,60,70,40,50/50 Chance,70,50/50 Chance,70,60,70,60,70,30,50/50 Chance,70,40,80,30,80,80,30,40,20,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,1220,19,15,11,12,8,10
WG0003,4,1036.86,3.8,3.612903225,3.340425531,3.35483871, , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Somewhat describes me,Describes me very well,Somewhat describes me,Does not describe me at all,4,Describes me very well,80,80,70,80,80,90,Completely Sure,80,80,80,90,90,80,80,80,80,80,80,80,80,80,80,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,4,3,1800,30,29,20,20,9,19
WG0004,4,1080,3.230769231,2.88, , , , ,4,Describes me very well,Somewhat describes me,Somewhat describes me,4,Describes me very well,4,4,4,4,Somewhat describes me,70,50/50 Chance,80,60,70,50/50 Chance,40,60,70,60,50/50 Chance,10,40,60,40,30,50/50 Chance,50/50 Chance,60,30,50/50 Chance,30,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,1,3,2,1110,26,13,14,22,12,14
WG0005,4,1140,3.892857143,3.931818182,3.892307692,3.734177215, , ,4,Somewhat describes me,Does not describe me at all,4,Somewhat describes me,2,4,Somewhat describes me,2,Describes me very well,4,90,60,90,50/50 Chance,70,40,80,60,70,60,Completely Sure,30,90,80,30,Completely Sure,40,90,60,80,50/50 Chance,60,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Disagree,1,5,5,1480,25,13,16,16,5,21
WG0006,4,1036.86,3.307692308,3.269230769,3.342105263,3.471698113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WG0007,3,1080,3.625,3.71875,3.370967741,3.370967742, , ,Somewhat describes me,Somewhat describes me,4,4,Does not describe me at all,Does not describe me at all,4,Somewhat describes me,Somewhat describes me,Describes me very well,Describes me very well,50/50 Chance,80,60,20,30,40,30,70,50/50 Chance,Completely Sure,80,50/50 Chance,90,40,60,Completely Sure,50/50 Chance,Completely Sure,50/50 Chance,Completely Sure,50/50 Chance,40,Neither agree nor disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,3,1340,19,14,16,13,8,10
